id,customer_order_id,event_id,event_type,line_item_id,deleted_at,created_at,updated_at
91749035,3956c4da-fb7f-4d1f-91e9-dc008dba9d7d,908663,Popup::PopupEvent,2db66ebd-7730-44f3-8492-da1d46736894,,04:02.1,04:02.1
91749200,94d163e6-fad4-4a17-bffb-94fe210279fe,919624,Popup::PopupEvent,e80c3e99-b31e-477a-bf9f-86fdd696acac,,04:49.0,04:49.0
91750012,f649186b-7166-4d52-a321-4948b1d8f389,908698,Popup::PopupEvent,f3bd4f66-2b84-4285-9b14-6a044b523279,,08:13.2,08:13.2
91750322,ba15a3ca-5265-476e-ab20-0835a90f91bb,908697,Popup::PopupEvent,e66e614b-fbfb-4fa0-a7b2-d07ebbc600bd,,09:23.5,09:23.5
91751324,f374e9d9-f7a8-45de-b969-7a7c0b8b32bc,909300,Popup::PopupEvent,577ba78e-9d44-4afc-90d7-7edc507393cd,,13:23.3,13:23.3
91751495,23e789fd-3357-4cd0-8e6e-6b654e2c1b32,909300,Popup::PopupEvent,c81b9674-2dbb-4703-bed8-f5a70e2fc4ae,,13:45.7,13:45.7
91752509,96cabf16-b49d-46f1-9ae2-e7d68451ea82,917150,Popup::PopupEvent,7fd34061-9154-4d34-8b77-8b0edfc43f51,,17:24.1,17:24.1
91752757,c4ed2e83-a14f-4e06-bd10-94de6848c0ec,919624,Popup::PopupEvent,3c3366ed-5e81-448c-8762-4a1092c0e40d,,18:22.3,18:22.3
91753822,5ba5bebc-523e-4a08-b0f3-241e7fb696c9,908502,Popup::PopupEvent,6f787964-0e60-47f4-8f35-e6bbb2de24c0,,23:01.8,23:01.8
91754599,f4572e5b-b245-43da-8f55-7d348afa251f,908698,Popup::PopupEvent,89235714-dade-4d10-8e4a-1d73fe552d3b,,25:57.7,25:57.7
91754805,86627b14-fc97-45e1-a938-f0e24a88cc79,917150,Popup::PopupEvent,4f70c0bb-1e68-4d9c-b951-1e1554d791c6,,26:40.8,26:40.8
91754827,19510e8e-4be0-4949-a85d-95666e423979,919624,Popup::PopupEvent,48161f74-34bf-43bc-b122-335edfb2962a,,26:48.0,26:48.0
91755058,261bf31e-d964-4e11-820d-9e9f6568a78d,919412,Popup::PopupEvent,3c75900a-eb47-40fa-a4d0-05839a9aafd0,,27:49.7,27:49.7
91755129,abd3d4bf-9466-436c-8d85-2f0bb2c2ece9,908502,Popup::PopupEvent,36477c28-fd0c-425f-b4d0-32d8f3576f1b,,28:20.2,28:20.2
91755136,abd3d4bf-9466-436c-8d85-2f0bb2c2ece9,908502,Popup::PopupEvent,49e9d047-f2c5-4d70-a857-ac451e9b62cd,,28:20.5,28:20.5
91756231,d12647f0-1e3c-479c-aa8d-a7b35e0c1a36,908502,Popup::PopupEvent,06259f2d-3426-4901-b169-eecba1f01d0f,,32:22.1,32:22.1
91757692,bc90fcce-b122-49ed-b115-0e84437af29e,908698,Popup::PopupEvent,a9ad811d-261a-4ff5-8eeb-62bc91904875,,38:09.3,38:09.3
91759437,12d3cbaf-5b26-49b5-b015-2891213a74b2,908612,Popup::PopupEvent,21422df6-a6da-4aab-978c-300aab530d98,,44:54.1,44:54.1
91759568,15dbd2da-838c-4bcc-aee1-919529c618ca,908901,Popup::PopupEvent,bcbd84e4-abc7-434c-92b6-8074c3de3fdc,,45:31.6,45:31.6
91759772,feb12307-41ff-4e2e-80e7-14f28aef6c95,917150,Popup::PopupEvent,76cba5d0-784d-4190-9b51-4ae3f9754248,,46:29.4,46:29.4
91760202,a1da2c1a-75ed-48ae-9952-a523332a71be,909178,Popup::PopupEvent,7fc96b0e-dbda-4cc3-a344-7a8c27ee09bc,,48:12.2,48:12.2
91761602,69cf676c-7101-4a83-af3f-4f12081f1367,908502,Popup::PopupEvent,25d96edf-4d19-43e8-a0fc-65e9666146b3,,54:11.9,54:11.9
91762839,1bcadb01-fa82-45cc-93ac-43b8fc1b2b14,917150,Popup::PopupEvent,c614fe13-2659-40b8-9c79-adf3ec065be0,,59:21.4,59:21.4
91763499,cfcaa895-f806-40f1-a279-f5eafddf9259,917150,Popup::PopupEvent,2458b3ac-791d-42b5-93cd-2d221199ae72,,02:32.9,02:32.9
91763769,5ee8af8a-cda9-4bb4-a36c-1673c2de3705,917150,Popup::PopupEvent,e5e0990d-6501-4b1e-92f8-b75ce2b1e248,,03:53.9,03:53.9
91764492,b6ce61c6-3f38-4232-9b4e-44637a9d7306,908502,Popup::PopupEvent,fe519356-f45f-4555-9cac-541834944bd6,,07:14.0,07:14.0
91764754,37d53add-a3e4-44ff-a486-090173a524cb,917150,Popup::PopupEvent,7f82fe62-e44d-4380-8eb7-34d0d34ea172,,08:27.9,08:27.9
91765494,fce84201-fe48-40c7-b8bf-48f57e229d1b,917150,Popup::PopupEvent,697b74a1-b88c-422d-8c78-a32bc0f48e8e,,12:20.8,12:20.8
91765757,1e047e9e-4d13-4820-87be-6f9e48c49d0e,908658,Popup::PopupEvent,4cf10b64-791f-4ce4-a6eb-c6a4c86dd71f,,13:32.7,13:32.7
91736430,16f41306-be25-48e1-9fd6-2939bbb8c7fb,908713,Popup::PopupEvent,c3058fa8-7e76-403c-a6e9-aa200ca0188e,,28:32.0,28:32.0
91736564,f222c9fc-5b6c-436b-9264-3de7ac1ed543,918845,Popup::PopupEvent,83a903ad-d053-4e7f-b557-9a988f9a40e7,,24:35.2,24:35.2
91736747,8d008c45-8e38-4b69-aca9-9ec159c51fa9,906114,Popup::PopupEvent,5a18318f-ee64-49eb-9c85-248d2fdc9dc5,,56:54.5,56:54.5
91736783,0ce8846e-4462-4584-8dbd-5d9b903b671f,906114,Popup::PopupEvent,e4a7105f-58dd-4b0f-b12c-a1a2a0209405,,56:55.2,56:55.2
91736951,9e6b9ff3-44e7-4a18-b179-d0f4f7915e6a,924526,Popup::PopupEvent,30a68462-47a6-4415-a029-dd533bedc075,,16:30.7,16:30.7
91737666,62cca832-2089-4221-9906-147fc721fb94,919412,Popup::PopupEvent,86c4ea39-f371-4ef5-af31-65ca7bf00a05,,10:58.6,10:58.6
91738265,2fc833e1-2bda-4e60-80df-d66da6056298,919412,Popup::PopupEvent,09b84166-48d3-4404-9779-0817bdcefe91,,28:37.6,28:37.6
91738296,317e6836-91b3-4f12-8795-e406da9918a4,908502,Popup::PopupEvent,970bb9e3-6d42-4cc3-a56b-e8f3ba55462b,,30:54.9,30:54.9
91738319,dd04aa74-c92f-45af-af81-50cc08139e74,917150,Popup::PopupEvent,11dd3e1e-67bf-4b40-8ef7-2c9b439bff1f,,32:01.2,32:01.2
91738559,c4567d40-efbd-4b1e-8fc6-57f616c6a44a,908455,Popup::PopupEvent,2234b6a8-cc32-4184-a630-f67566b250c0,,41:37.9,41:37.9
91738611,7bfd63d9-2f70-4842-ba02-ae245f4f3f07,917150,Popup::PopupEvent,5f304ca3-72bd-4eb6-b735-52272e063c91,,43:26.7,43:26.7
91739346,fccaf6e8-d552-41c2-87cb-8812b45842b8,917150,Popup::PopupEvent,a8c687b7-dde7-4aff-a1fd-55fac568da34,,07:29.8,07:29.8
91740373,0f5681f7-3dc9-4bd0-adc9-50212dcaf8d4,919412,Popup::PopupEvent,2660f065-39d7-4b81-92cf-8f380d252cd7,,43:42.3,43:42.3
91741623,f8ebf9df-afd1-4d72-85c5-1c9b0b268cfb,917150,Popup::PopupEvent,da2b5eac-d4c4-4cb2-904a-8f771ea592ef,,14:26.6,14:26.6
91743491,da271b2f-6ecf-47e2-9b3b-3b0287421305,908622,Popup::PopupEvent,a65a3803-326c-4e71-aaf5-24a47a15a8bf,,11:13.0,11:13.0
91743699,eb55bf73-ee86-4af8-9aec-a09acf40deab,909174,Popup::PopupEvent,3db73c19-f06e-4ff6-a8be-dac311340bdb,,14:53.6,14:53.6
91743849,ba9c8672-5718-415f-bc83-6ed3a5e7686a,908591,Popup::PopupEvent,2b3d51d9-d2b2-48da-bd8b-5c0f9e753d37,,18:09.1,18:09.1
91744081,09d8c9f4-d657-4cd7-8694-10acc5a805c1,909300,Popup::PopupEvent,3cd9fbed-701a-4110-825f-f744412d3a16,,22:27.7,22:27.7
91744303,65de4b9e-4c0b-408e-92c9-d49151d46165,908697,Popup::PopupEvent,fceabf62-40c7-4b72-9283-47070c065b45,,27:41.4,27:41.4
91744706,38b1e6fd-673f-4267-a2c7-c1b80441e1f0,917150,Popup::PopupEvent,bf60327d-8747-4e6e-8960-9d7076b89754,,33:34.0,33:34.0
91745034,393f0383-5572-42df-a54d-d9d2b8001d38,908591,Popup::PopupEvent,6df9e1ce-2fb9-4d39-a237-f95c7e84d15b,,37:38.2,37:38.2
91745433,92fe00cd-9ab7-4162-98c7-4c3df717de08,908663,Popup::PopupEvent,ed03fb97-005b-4812-88f1-28054de5dec4,,42:00.3,42:00.3
91746202,2b94cb6a-f525-4e25-8be6-59e0959edcaa,907830,Popup::PopupEvent,cfabf6ed-8999-43af-9d28-bb2e6d64a72e,,47:45.4,47:45.4
91746608,380d309c-bf60-4bf6-8c8a-0bad4bb6316b,917150,Popup::PopupEvent,d8e3930f-6813-41b0-8e0d-a45c611a7494,,50:17.3,50:17.3
91746747,6da61da1-262e-41bf-b992-368a01ee3a7b,917150,Popup::PopupEvent,8bce03ae-e02c-4b37-a7ba-5a90d5b2ba40,,50:59.6,50:59.6
91746909,94560d9d-b4aa-4367-86a5-feae7e78a458,908901,Popup::PopupEvent,0e485c7c-08a5-4fc7-91c7-4f05be61d80f,,52:21.3,52:21.3
91747840,3107139e-8028-485f-8093-e4ffa608ebb5,908184,Popup::PopupEvent,f5c308ec-6d01-42be-a04a-98e5beb69632,,57:58.8,57:58.8
91747879,6dbf9a7b-0cfb-4b1f-9b3b-b3333fe1b005,908302,Popup::PopupEvent,5ab32b65-4a88-4b7a-a5ef-11abfff01aeb,,58:24.2,58:24.2
91748539,51132af4-3ada-42e9-a182-5f11cada43d5,908663,Popup::PopupEvent,ed20b995-42c1-4ce7-b299-271d02a71f40,,01:56.7,01:56.7
91748593,8a7fa9b9-28d9-4d46-b5ff-4cb15920f1cf,908663,Popup::PopupEvent,09d1a4f4-6b4b-4ace-b434-4ba887cdef71,,02:16.2,02:16.2
91748943,4c3fe784-ba9d-4d80-9fcd-f919432f6364,909266,Popup::PopupEvent,4b3ab85e-1cb8-466f-b43f-7428069177f0,,03:43.0,03:43.0
91750481,dd56c806-e772-4a16-9f52-52630b52f18e,908637,Popup::PopupEvent,f50b9f5a-10ee-4d60-ba43-91aa4e267642,,10:00.4,10:00.4
91751235,a43702da-bb2d-4b90-9263-81d1903282e1,908705,Popup::PopupEvent,6facb0b2-5212-4e2f-a222-c99dd27a7915,,13:08.1,13:08.1
91751456,9c796daa-dcd5-4abc-9896-c945b4e861f1,904880,Popup::PopupEvent,27613089-d925-4fca-b5ca-30878bc20f31,,13:41.9,13:41.9
91751578,a78f7700-7e2f-48ca-a133-0068e23b8b06,908669,Popup::PopupEvent,b090eade-d1c7-4121-852f-db163f14b834,,14:08.7,14:08.7
91752170,5e3d93b4-4848-43e0-b46d-20e5603d16de,908502,Popup::PopupEvent,37fe4851-7692-4634-a4bf-dd6d06ddbcdc,,16:11.3,16:11.3
91752256,ea4a8c9f-97cf-4872-85d4-fcd9eacde115,908302,Popup::PopupEvent,806aa8ee-c1ec-45f1-83d2-27c4df90c4c1,,16:24.3,16:24.3
91752513,5c5bc227-f94b-4f48-85b1-789707f18220,917150,Popup::PopupEvent,cd0ad8af-d790-47d7-9518-1ee62d699bce,,17:24.3,17:24.3
91752578,861e16f8-b7a3-48c9-86e2-8ae61605ef4b,915565,Popup::PopupEvent,4ed3502c-3510-4fd2-a6d8-e31a8fa4b337,,17:33.1,17:33.1
91752753,c4ed2e83-a14f-4e06-bd10-94de6848c0ec,919624,Popup::PopupEvent,5067003f-6ade-4237-8b46-825d46eb2acc,,18:22.1,18:22.1
91752800,4bba93b5-93d8-4273-a747-8e822c715bea,917150,Popup::PopupEvent,056519c1-dfc9-4b4c-8eb6-6e49f8c922c9,,18:38.0,18:38.0
91753184,1a3ef39e-9c55-46b2-851f-e7fdb2e9f012,908502,Popup::PopupEvent,8055c085-25db-4af2-883f-2e0e85669001,,20:12.5,20:12.5
91754698,18896a0c-797c-48da-95af-9dbcd6fcf511,917150,Popup::PopupEvent,c8382f39-3928-4929-99fa-eb93286b9214,,26:24.9,26:24.9
91756034,f322658d-6866-453b-ab13-833ad7459061,908502,Popup::PopupEvent,4571190b-65a0-4c77-8256-587553a08fb6,,31:40.2,31:40.2
91756821,fd880775-bc7c-4b8a-83ea-9739fbb15d98,908502,Popup::PopupEvent,542616fa-ca95-4df9-8563-1466e38d344c,,34:57.3,34:57.3
91757341,a4be7498-e31c-40dd-8d84-cbed59178fdf,908502,Popup::PopupEvent,a6df2d03-a3d4-4854-adb6-555d1cd7bfd4,,36:43.4,36:43.4
91757615,8edd7656-cd17-45f2-95bc-1c5cd02e5656,908366,Popup::PopupEvent,53fae2d7-1510-4ded-b2ff-4d2784ec1ca3,,37:53.7,37:53.7
91757731,2b552816-8971-4914-9daf-0de6dda59061,915565,Popup::PopupEvent,b2190746-bdd2-4ad3-9ca5-0e1d3b1df735,,38:14.0,38:14.0
91758063,0fb29fe2-b065-401b-9739-1c9a1e406c71,909300,Popup::PopupEvent,4ffbf09a-4293-4413-92d6-524892fb47f5,,39:26.4,39:26.4
91758923,f2623024-dad9-4691-a4d1-188e1f4d13f7,908502,Popup::PopupEvent,e2521d11-6189-471b-bd3b-31ee67c072d8,,43:08.5,43:08.5
91759438,12d3cbaf-5b26-49b5-b015-2891213a74b2,908612,Popup::PopupEvent,ec2b6195-498f-4955-bb69-049fcce07b22,,44:54.2,44:54.2
91759974,b46b8c9e-678c-4dad-b61e-19cb3730fd7f,908502,Popup::PopupEvent,04b9f72e-a394-4df3-a86b-b53569220dea,,47:10.3,47:10.3
91760200,a1da2c1a-75ed-48ae-9952-a523332a71be,909178,Popup::PopupEvent,0721315a-2965-4f5f-aeb3-626f5c8f81f5,,48:12.2,48:12.2
91761603,69cf676c-7101-4a83-af3f-4f12081f1367,908502,Popup::PopupEvent,87ac943c-43e9-4504-9241-c90aaa269580,,54:12.0,54:12.0
91761658,9c167dbc-c2f3-4c33-9ec6-c65c5c0003df,917150,Popup::PopupEvent,6b1dd59b-f720-4cae-8941-12014b71406d,,54:33.6,54:33.6
91762505,4affab64-c64f-40a5-aaca-1725db780495,909178,Popup::PopupEvent,01587e5a-f6e2-442a-9a98-3f3a630b7b40,,58:10.8,58:10.8
91762508,4affab64-c64f-40a5-aaca-1725db780495,909178,Popup::PopupEvent,d2275788-72fb-4857-94d6-505f6fa48453,,58:10.9,58:10.9
91762838,1bcadb01-fa82-45cc-93ac-43b8fc1b2b14,917150,Popup::PopupEvent,5cbab296-7350-471f-8b86-f718cf64c6dd,,59:21.4,59:21.4
91763330,0e9fd9f8-2687-4c7f-867b-5f88e52d78f1,917150,Popup::PopupEvent,93be0f03-89ba-4082-b748-3634c3737127,,01:45.7,01:45.7
91764690,e7f66016-1ddf-4fa8-9ebb-af077762e700,917150,Popup::PopupEvent,c5b23842-8bfa-4b70-bc36-9ce40035ac97,,07:58.2,07:58.2
91765087,6e741d4d-64fe-4b4d-887d-db95ca6e12d1,919412,Popup::PopupEvent,c7b7b732-bd8f-486d-9c3d-9beb171f23a3,,10:19.6,10:19.6
91765286,33d66b83-9fa4-48c6-a7cb-3a1965ef9ce4,908901,Popup::PopupEvent,d08fb7b4-3669-4813-a6c8-9d5a9bcafba4,,11:19.8,11:19.8
91765388,1688b7c1-fe25-4b48-be90-1f71a6f1e59f,917150,Popup::PopupEvent,4aee3d83-65d8-4986-ac21-46c144bf99d9,,11:46.6,11:46.6
91765714,bfa4c8fa-3eed-4542-a56c-34829e513c13,908867,Popup::PopupEvent,ac745930-b32a-429b-8ead-ddfe08575889,,13:24.4,13:24.4
91765966,98b98ad1-df1c-411b-a851-b9b087d7a6d8,909300,Popup::PopupEvent,0eaeb23d-71ba-4d6e-a7a0-1c187e61afda,,14:35.7,14:35.7
91766637,a69b71fc-ae2d-465e-b713-d59879ad72c9,914793,Popup::PopupEvent,2732326f-7ca3-42da-b636-d8863077f691,,17:38.7,17:38.7
91767371,cd3657b1-6a86-4870-b365-93b1e8495d9a,908639,Popup::PopupEvent,43125eb6-3e46-4118-84e2-876ac60006a9,,21:04.4,21:04.4
91767501,22d113dc-d770-45d4-bc60-6277adff17ab,908840,Popup::PopupEvent,e6a8f3cf-bc0e-4000-ac34-6f58794ac66d,,21:50.7,21:50.7
91767778,bebdb6fd-ace7-4bb6-b716-a1d0b38509d8,917150,Popup::PopupEvent,06152db6-c2a6-4819-aaed-d1925e64f621,,23:16.4,23:16.4
91768572,337d9336-ef8c-4876-842b-da9d0c9ef097,917150,Popup::PopupEvent,38720449-a0fe-4280-b29b-5461ff71f68a,,27:00.4,27:00.4
91768820,f1436f82-4312-4999-a624-b24856951fef,917150,Popup::PopupEvent,f9ab9599-8647-4438-abbd-28af071f3faa,,28:32.2,28:32.2
91768827,f1436f82-4312-4999-a624-b24856951fef,917150,Popup::PopupEvent,114ba1ad-2fcd-4076-b315-f39e82db599f,,28:32.3,28:32.3
91768887,fdde6dca-a089-4700-aeaa-1af61bc1a770,908502,Popup::PopupEvent,6502e181-b23c-45f6-87ab-6fc0db7147ef,,29:08.4,29:08.4
91769084,8406f012-63a7-4c6a-bd7f-1d2a9781bfaa,917150,Popup::PopupEvent,2c335b16-3531-4c72-a0cb-1eb10e98bfb6,,30:38.1,30:38.1
91770204,1d8d5049-53c4-42f6-af80-d22cd9cc70b0,908502,Popup::PopupEvent,74aa1006-e662-4b28-9d48-7132356416e2,,38:29.5,38:29.5
91770269,ffc91f34-0041-48f9-9f41-a1ce56c60677,919412,Popup::PopupEvent,9e9fb6cc-8440-469a-a749-e9f8a80ce363,,39:02.6,39:02.6
91770578,b1dd47ff-0025-46ef-9116-a0665774c974,908616,Popup::PopupEvent,e2b0b0e3-ee7b-4858-a664-d6103a5c054a,,42:28.3,42:28.3
91770675,83dd5476-513d-4938-b8a6-d319e3a6f369,917150,Popup::PopupEvent,3402b1a4-e76e-4114-8a17-d82c81197a3c,,43:20.5,43:20.5
91770878,311c2a2a-77cc-4e42-8eb1-b01d928d90ab,908867,Popup::PopupEvent,9300982e-99b1-40f0-b776-b63adb05ccf9,,45:12.5,45:12.5
91770927,b255e460-7c99-4a34-89cb-f1fbb4f9f18e,919412,Popup::PopupEvent,ea404b26-dd00-42b7-9a79-1843ef3becd5,,45:52.3,45:52.3
91771551,57b884ef-55fc-4239-ba93-8e8327caaa51,917150,Popup::PopupEvent,be28bd33-3d52-4211-9baf-0071be48e5cd,,51:04.0,51:04.0
91772098,a795fd22-705b-49cd-8d62-6c24332db558,923142,Popup::PopupEvent,a6c609f9-0095-4638-be4d-97bb06281bc6,,57:26.5,57:26.5
91772258,771d2464-5721-416f-95e7-a115a514e377,918227,Popup::PopupEvent,0b1cf8f8-1d8b-484b-a2d6-26fd6f25ab64,,59:14.8,59:14.8
91772296,2daf6dc5-fe50-471c-ae22-0624439e4965,917150,Popup::PopupEvent,db3f2d6b-a3b0-4490-bad8-55aae76d6b8c,,59:23.2,59:23.2
91773645,ac44c39e-37c0-46b0-8423-ec8fc924f367,917150,Popup::PopupEvent,18fd3396-35b3-4f60-bc96-8abef1eb71ea,,13:08.4,13:08.4
91774396,b7a2adcd-c0fc-4125-aec3-6a77cfc18ad4,917150,Popup::PopupEvent,d2e05813-11a2-4eb6-b2be-762f1f097779,,19:22.3,19:22.3
91774662,2dc2611b-10a7-41a4-995c-29fdafef071c,915323,Popup::PopupEvent,a7b95026-3a2c-4540-963a-835777c407aa,,22:23.1,22:23.1
91775549,385e333c-efd0-456b-99a4-3be083ff9a45,908645,Popup::PopupEvent,835c0c32-af51-41fb-aeb3-73fd3bbc7acf,,29:26.5,29:26.5
91776458,bad83227-7f7f-4269-98fd-6e87b6f3a039,908645,Popup::PopupEvent,9f3f26de-4dbe-4648-867b-04e3c74212c8,,29:45.0,29:45.0
91776527,65df9682-8d45-4019-95d5-4b42dad85ab2,908645,Popup::PopupEvent,ae50e070-47a5-4791-a76d-5905eebd19a4,,29:46.6,29:46.6
91777231,7476256c-e497-4ede-a51e-2c17a2581ff5,917150,Popup::PopupEvent,0f9142af-6fe6-4cef-b439-55d2389f905d,,37:15.3,37:15.3
91778704,4fcd1c0d-55f1-45d3-9ce7-eaa20fd9310f,917150,Popup::PopupEvent,4ee0cedd-6792-4435-b77c-7b35858cb107,,53:57.0,53:57.0
91779382,acaf4217-879b-436f-bb09-238a55396d39,918227,Popup::PopupEvent,fc9c022d-e61b-466d-abd3-25372a5eb75c,,07:33.1,07:33.1
91779392,d20c20fb-bc73-4954-928e-807a9e9cda82,917150,Popup::PopupEvent,34755f80-43bc-493e-b8cb-faa50fb73a84,,07:38.4,07:38.4
91779413,c7d98c4f-40be-43b4-af8f-436f76057ec7,908898,Popup::PopupEvent,9ed461b8-2b1c-45bf-a507-f72b8797bf54,,08:29.4,08:29.4
91779846,59a4faf0-3c76-4f38-9bd9-eb29cd2d25b4,919412,Popup::PopupEvent,27d11fa8-9cb0-4f21-bbbb-fea2aecbf377,,20:35.3,20:35.3
91780013,bb848ab9-27d6-4fd0-bf0a-9be675c2c207,908898,Popup::PopupEvent,18485980-9c3f-4896-9212-a894bbb779e1,,25:31.1,25:31.1
91780170,ab160e6c-f34f-4ef4-8649-d9276facec25,908898,Popup::PopupEvent,ead00e0b-620a-474a-b7a2-7cf7cf2dd83a,,31:32.8,31:32.8
91780408,c5d86cb4-2452-4c1b-b738-cb731f298531,917150,Popup::PopupEvent,0edd26ce-ec7a-4bbe-b1f3-7c47ec37889d,,40:55.4,40:55.4
91780997,97370165-92cc-4739-8e89-2b73c7f2ae06,908455,Popup::PopupEvent,43d26cef-1038-4cc7-9bd4-d2d0a6dcb4ca,,29:25.9,29:25.9
91781592,e8700f5d-1961-45a7-a0b2-5812f76d9fab,909531,Popup::PopupEvent,6154a146-ab11-4441-97b5-0a507be826ef,,15:12.0,15:12.0
91782205,f715c0e9-f70e-47bb-98da-ba3f5256c614,906434,Popup::PopupEvent,57755420-b19c-4236-aee9-57ddfd7ba0f5,,28:43.2,28:43.2
91766023,feb4f8b7-7885-4728-b077-c5eb0440eb3b,908612,Popup::PopupEvent,c071223a-f89e-4dab-8ad9-05a950b912c6,,14:50.8,14:50.8
91766029,f6bb5a35-d094-493c-8592-96b0bdabd4eb,908612,Popup::PopupEvent,2a5216c6-c258-45cf-b2af-789d61bff620,,14:51.5,14:51.5
91766370,ce3ef235-dbf3-497d-9b34-4f4ce9503af3,917150,Popup::PopupEvent,10ee977f-92b4-4383-802a-cd4df40d6c7d,,16:34.2,16:34.2
91766379,ce3ef235-dbf3-497d-9b34-4f4ce9503af3,917150,Popup::PopupEvent,cd0f3814-bd48-46c0-95f7-dbc48aab4597,,16:34.4,16:34.4
91766394,b42c7eea-fc3a-4aa0-9c73-96f4428a6e28,908637,Popup::PopupEvent,7137902c-00b7-425f-8ee8-0ff7f6ebed6f,,16:38.8,16:38.8
91767369,cd3657b1-6a86-4870-b365-93b1e8495d9a,908639,Popup::PopupEvent,48b92e73-a30a-428d-b632-01c80d5a1c1f,,21:04.3,21:04.3
91767567,706a7360-9ec6-4b27-b029-87a0d7590beb,919412,Popup::PopupEvent,339b2283-a154-4a37-9beb-fe41c9022d66,,22:08.0,22:08.0
